"x","y","dbh [mm]","Tree species"
90.4066697694361,583.834679564461,18.0919677624479,"B"
133.284603012726,877.582828514278,188.957216038834,"A"
115.346292732283,195.445168763399,166.082165462431,"A"
123.436908819713,773.807034594938,81.3700236845762,"A"
312.346647144295,736.531071830541,125.910407269839,"B"
242.705537006259,126.252454705536,243.423855958972,"A"
484.186414745636,360.917745390907,65.2244205027819,"A"
264.942282810807,831.106666009873,174.693159982562,"A"
363.768102135509,240.74340146035,136.904059872031,"B"
45.0590084074065,950.671995058656,95.6649048672989,"B"
62.0771601097658,279.937999555841,92.129201234784,"A"
51.3182947179303,353.718995349482,87.8032634151168,"A"
490.609937463887,722.554039908573,311.625138295349,"A"
334.154895856045,149.143033428118,156.255170467775,"B"
260.031609097496,743.279101559892,152.4892049958,"B"
79.6312554739416,618.463262915611,324.512551063672,"A"
88.7796703027561,808.737664250657,120.957221454009,"A"
126.474760123529,357.983800116926,347.054252435919,"A"
338.843715842813,807.942922925577,188.220113785937,"B"
100.274234311655,53.818947635591,390.038247311022,"B"
393.083441769704,454.745311522856,154.89190323744,"B"
469.04922707472,106.802486348897,303.588284354191,"A"
336.283386568539,938.267716905102,48.1143367080949,"A"
111.938992980868,872.327025048435,229.807608637493,"A"
250.227779848501,89.3636208493263,112.442023195326,"A"
177.734286757186,45.8939094096422,392.752826886717,"B"
58.2420396385714,453.935614554211,87.1799179911613,"B"
377.841449924745,156.261848984286,148.828054252081,"A"
498.471201281063,313.84353293106,48.6333074397407,"B"
382.627343991771,838.904067873955,296.575033206027,"A"
273.704364313744,695.589359151199,272.460983148776,"A"
218.176974565722,455.688335932791,262.257544121239,"B"
283.327775541693,84.6908544190228,355.013152819593,"A"
200.810597045347,556.608710438013,249.200753653422,"B"
259.77107801009,167.979653226212,80.0179162598215,"A"
327.985204290599,612.857427680865,376.139532052912,"A"
284.462650888599,443.89112573117,131.609936547466,"B"
495.619690627791,782.827111426741,309.177967184223,"A"
263.886023079976,274.409987265244,392.154309805483,"A"
334.116398007609,995.385722955689,328.38018145645,"A"
3.55853175278753,320.922738639638,204.639046939556,"A"
392.68062543124,836.596036562696,21.3625940494239,"A"
498.73015913181,221.208696020767,350.462808653247,"B"
50.2811076585203,848.653585417196,67.9087182320654,"A"
125.627344590612,471.798983635381,200.783196089324,"A"
402.097862446681,422.897818498313,361.890948535874,"B"
440.654199104756,425.064151640981,22.3777885781601,"B"
410.74135969393,226.809377083555,253.096561057027,"A"
120.461274986155,940.437473356724,339.058680604212,"A"
177.82570363488,832.280085422099,326.784855194855,"B"
206.69220504351,544.036181410775,293.090470721945,"A"
179.419115418568,785.91126948595,195.735360593535,"B"
266.68663485907,327.803229680285,179.157623497304,"B"
207.448711851612,387.168884277344,194.676123515237,"A"
114.225514349528,258.960049599409,157.641521152109,"A"
47.4464592989534,934.25265676342,14.5644525578246,"A"
201.654851203784,154.850466176867,322.027109356131,"B"
389.227436156943,211.729264585301,48.8931715488434,"B"
423.138911603019,253.726970637217,131.959310742095,"B"
223.19589368999,617.43029137142,163.769211671315,"B"
90.9629021771252,333.025679457933,346.698675514199,"A"
287.028795923106,679.335508495569,157.370118766557,"B"
490.685220458545,753.385791787878,115.962372606155,"B"
64.5446206908673,715.238963253796,326.863773907535,"A"
172.075330279768,13.897719560191,325.237106026616,"B"
129.00255783461,926.28461541608,24.1308784415014,"B"
88.220004690811,498.672307934612,293.133622121532,"A"
253.031816449948,293.482241453603,164.995521663222,"B"
8.78626632038504,810.758876148611,285.369491309393,"B"
226.012485916726,573.883263161406,45.2519796043634,"A"
384.21591243241,583.139811176807,38.5523021034896,"B"
79.1016154689714,276.003311155364,51.23915564036,"A"
145.000381278805,482.054918305948,46.1928166844882,"B"
76.5605580527335,76.8602434545755,14.3938836012967,"A"
71.2027555564418,245.066481409594,306.985593594145,"B"
5.50403294619173,334.240249358118,285.428069210611,"B"
100.659539457411,212.906503118575,55.9154853853397,"A"
82.7628044644371,350.50095920451,172.944470841903,"A"
46.755078015849,865.283712977543,217.288599757012,"B"
496.645852574147,132.289268542081,67.0579472300597,"B"
1.4868873404339,568.461999529973,160.852092974819,"B"
354.493002989329,526.380181312561,65.7827229658142,"A"
155.533610959537,630.258669843897,344.232969591394,"B"
105.055896332487,729.063224513084,349.171147511806,"B"
405.54446761962,208.587800618261,369.934797105379,"A"
359.3647161033,643.02407251671,80.3573971823789,"B"
99.4941195240244,629.530451260507,392.927187907044,"B"
466.785409720615,918.897914234549,41.6038886480965,"A"
82.7985757496208,797.324626706541,377.333185311873,"B"
272.08428713493,894.946872256696,160.297126104124,"B"
404.776388662867,34.7503197845072,242.407091611531,"A"
89.925296837464,800.377749372274,174.709397999104,"B"
178.457240923308,778.95780839026,313.09021872934,"B"
139.000271330588,321.039095520973,66.3526860182174,"A"
58.9183648116887,816.600240767002,159.731365004554,"B"
376.117311068811,786.310921423137,345.834583754186,"B"
341.00387361832,895.098953740671,258.789853919297,"A"
491.713365190662,351.537051377818,74.2476213746704,"B"
281.260653864592,742.883502272889,300.744080413133,"A"
50.1393300946802,926.667154300958,209.401630994398,"B"
468.875371618196,267.221395391971,222.028198880143,"A"
105.497615062632,261.670299107209,332.758169099689,"B"
19.8111574864015,435.518188634887,313.682030665223,"A"
249.245403101668,434.32084354572,199.282966717146,"B"
100.538421305828,56.0156668070704,202.362186084501,"B"
358.37002331391,376.848468789831,282.835145317949,"B"
366.687232512049,973.577064462006,157.964128612075,"A"
216.742907883599,920.491792494431,267.197530856356,"A"
374.839237541892,585.426673525944,102.209751461633,"B"
438.297427492216,554.071535822004,292.357237625401,"A"
188.745423220098,624.526962637901,98.6401987494901,"B"
198.527883389033,331.276069162413,274.039839480538,"B"
291.042673285119,882.318557240069,346.263852349948,"A"
389.547872007824,881.645461777225,199.169873937499,"A"
177.553185960278,883.555896114558,59.2531613097526,"B"
460.83184692543,130.607320694253,49.5532802236266,"B"
460.043574217707,82.2552007157356,41.3308776705526,"B"
11.4533111918718,811.820108210668,238.730891656596,"B"
449.711603112519,460.670426255092,310.135927891824,"B"
457.28119451087,192.729098955169,60.0965040037408,"B"
362.885577604175,756.784499390051,100.964136004914,"B"
469.018692499958,939.680629875511,107.659946710337,"B"
324.425924918614,573.696038452908,121.134858408477,"B"
46.2900188285857,485.090713715181,267.586304703727,"A"
347.836329368874,247.615644475445,373.876724198926,"B"
460.919817676768,779.788585146889,191.558492351323,"A"
99.3700337130576,843.65811618045,304.475512052886,"B"
63.8973030727357,642.9503117688,150.939861219376,"B"
246.849428163841,742.179316468537,45.0845939619467,"B"
310.964230797254,667.190560139716,94.4696326646954,"A"
222.349281073548,303.517324617133,118.804966956377,"A"
491.90549692139,0.280572799965739,384.485625477973,"B"
122.046209638938,617.446687305346,67.3823991906829,"A"
490.45346910134,283.040402922779,231.590334458742,"A"
161.750514176674,606.655935524032,381.313572328072,"A"
256.925621535629,639.051342615858,227.770578360651,"B"
349.61380425375,501.18110794574,323.24822145747,"B"
338.432869175449,609.120550332591,377.392372870818,"B"
183.545834268443,775.547353550792,217.159816599451,"A"
425.735134282149,917.405460728332,226.085516638122,"A"
38.1466029211879,881.652074865997,207.987563947681,"B"
27.9810044448823,289.591140812263,91.2137369578704,"B"
493.931496166624,576.309869298711,166.9227176602,"B"
223.305414197966,185.747514246032,320.551035106182,"A"
476.261670468375,455.893758684397,152.360314871185,"B"
119.879311765544,213.092157617211,385.634091331158,"B"
472.343282774091,137.435502838343,128.717194625642,"B"
164.991211611778,566.135752247646,72.2221967508085,"B"
79.447707394138,245.97455537878,48.1079255859368,"A"
426.682701683603,562.690106453374,103.190334883984,"A"
375.792100676335,851.566748926416,62.2760053165257,"A"
138.269964023493,773.343489505351,176.419720926788,"B"
27.4248564383015,603.056773776188,270.498850150034,"B"
114.741971483454,85.8281441032887,290.679992034566,"A"
184.421705896966,925.981846638024,313.669510888867,"B"
306.017069146037,70.1783001422882,261.090989485383,"A"
430.063635343686,892.364299390465,313.433582973666,"A"
160.538536845706,881.881525041535,148.537604829762,"B"
139.689533156343,824.397844960913,27.6624691090547,"A"
189.607343520038,77.3070533759892,228.527665382717,"B"
252.385333180428,27.6111082639545,233.823391397018,"B"
42.1762267360464,247.571290004998,117.918075867929,"B"
401.483387220651,827.226381981745,306.109381595161,"B"
430.207985453308,894.338380778208,157.837547631934,"A"
244.10583730787,419.725006446242,63.4474796196446,"A"
493.461704929359,492.441017413512,350.98381947726,"A"
88.3229670580477,679.022192722186,348.994336237665,"A"
32.6411579735577,211.89143974334,10.1986090349965,"B"
61.334433616139,702.085198136047,46.7830810486339,"A"
95.8157296990976,170.753624755889,288.025460476056,"A"
329.04559688177,56.2333434354514,136.393757467158,"B"
463.069526362233,442.67803337425,165.336673832498,"A"
442.421746440232,681.895064655691,330.277339234017,"B"
66.5766372112557,226.831247797236,81.1719422205351,"A"
164.941214374267,943.178833462298,249.648658216465,"A"
439.579553669319,907.640646444634,95.5957697355188,"A"
489.54213433899,288.544949144125,60.0861057708971,"B"
144.860710366629,219.275916693732,248.529164998326,"A"
67.0690555125475,824.290309101343,232.963631621096,"B"
297.017048578709,875.491441693157,10.6566705647856,"B"
196.530555258505,391.736099729314,301.17235879181,"B"
263.112511252984,560.641275951639,64.1010901820846,"B"
148.935015778989,388.750783167779,227.672268282622,"B"
381.20148726739,257.661084644496,350.093496907502,"A"
465.385465184227,931.218524463475,359.296550168656,"B"
9.12404269911349,45.8992251660675,220.030617744196,"B"
358.43528166879,408.376952633262,304.538309250493,"B"
388.795053353533,800.068031297997,182.5004539988,"B"
237.962625804357,200.107826152816,266.590310761239,"A"
238.270782167092,741.77412618883,73.9148764708079,"A"
254.926094086841,761.686729034409,305.439416968729,"B"
260.323490248993,181.317016016692,50.1089093275368,"A"
488.78024017904,654.251328902319,325.003190871794,"A"
453.481757780537,613.343105418608,136.417034969199,"B"
392.590095521882,987.543418537825,229.37452609418,"A"
180.2108369302,310.800502775237,28.7019994598813,"B"
267.169638420455,990.215975092724,282.970253152307,"B"
33.7052274262533,797.533865785226,38.5638478258625,"A"
328.214888228104,515.760645037517,324.963121630717,"A"
145.708293537609,702.584174694493,118.618445198517,"A"
466.334814904258,141.457452438772,77.4149528099224,"B"
437.248587026261,833.040203899145,375.257665964309,"A"
183.527941466309,226.984328823164,294.766783029772,"A"
423.11975278426,938.970495248213,291.600404763594,"A"
139.152849442326,370.799087453634,81.71057918109,"B"
17.3916716594249,477.363176178187,69.399406015873,"B"
180.337026482448,528.647902654484,214.190272968262,"A"
54.1383976815268,956.896070158109,88.3767305011861,"A"
324.99564345926,901.86413214542,193.41568976175,"B"
282.887421315536,928.558960556984,244.770895706024,"B"
121.274491539225,841.895694844425,39.9994786316529,"B"
282.667068066075,727.82963165082,73.3610279415734,"B"
275.025530485436,933.759268838912,119.850521876942,"B"
131.030545453541,842.198920901865,206.148540857248,"A"
396.960790269077,199.476278154179,218.610380114987,"A"
2.56355735473335,972.059570718557,390.231764060445,"A"
356.948831467889,525.81695956178,395.438650758006,"B"
41.1993417656049,750.726674217731,239.293126293924,"A"
154.058150248602,414.699469227344,165.980439430568,"B"
361.209987429902,205.901554785669,81.0348404222168,"B"
366.678837686777,85.4190338868648,219.592836368829,"A"
226.140348124318,76.6370478086174,351.486083189957,"B"
400.005266186781,23.7961518578231,185.798151032068,"B"
2.65547586604953,673.841347219422,377.563678338192,"A"
429.868947365321,399.66663857922,200.791013219859,"B"
64.4871374825016,516.255534254014,304.536994772498,"B"
261.566373868845,337.454747175798,371.634322716855,"B"
37.5301403691992,32.6355309225619,228.729630713351,"A"
467.172413598746,842.234070645645,342.984017452691,"B"
135.937669547275,243.166798027232,247.960386937484,"B"
358.504248433746,907.30014978908,344.139750981703,"A"
244.462440605275,664.057387271896,58.2429893291555,"B"
174.979905015789,157.097618561238,373.468625636306,"B"
75.8838205365464,677.809500601143,131.276111076586,"A"
161.539129330777,930.592209566385,226.078996278811,"B"
150.957020814531,978.998193284497,171.798399216495,"B"
325.245611136779,405.345284380019,333.04435237078,"B"
332.939400570467,974.9516393058,30.2020327863283,"B"
1.53093622066081,43.8231006264687,287.91419621557,"A"
129.120836849324,521.20832237415,359.26366960397,"B"
14.0666228253394,626.623079879209,169.121845338959,"A"
2.12183059193194,349.62254576385,174.230788534041,"B"
286.557730985805,627.85939569585,288.854933229741,"B"
302.82669828739,381.124672247097,257.640960651916,"B"
159.347130334936,365.64947036095,385.062450766563,"A"
405.577959376387,711.225724313408,236.789807104506,"B"
404.944902169518,522.630249150097,254.582491803449,"B"
258.993338677101,96.5706249698997,356.447237688117,"B"
441.787669784389,185.969894053414,287.520852659363,"A"
476.235400303267,822.495236760005,96.9116516504437,"B"
61.7502642562613,232.134517049417,22.3055823659524,"A"
157.38005109597,227.202150039375,383.06141108973,"A"
425.786452018656,631.13579666242,232.049664338119,"A"
152.853432926349,898.462313693017,172.59123965865,"A"
358.81434509065,262.995539465919,46.5916985552758,"A"
458.59630824998,571.478348923847,243.623654344119,"A"
174.177543958649,144.077085889876,201.334453981835,"A"
42.1880263602361,227.110670180991,67.2574291634373,"A"
489.783228957094,389.030552003533,180.767193448264,"B"
53.652751725167,949.435302754864,329.846004394349,"A"
484.599656891078,780.222430592403,25.8247676701285,"A"
409.024543710984,419.162875507027,21.4166620816104,"B"
74.8793969396502,946.910724509507,97.5216669635847,"B"
348.577963537537,713.473314652219,153.488616526593,"B"
296.156073571183,700.185240944847,213.466853236314,"A"
45.0634732842445,239.538666093722,298.356696984265,"A"
282.775004510768,958.353855879977,15.960967654828,"B"
416.038008988835,186.853098450229,233.482611069921,"B"
219.225669628941,868.330432334915,396.240331872832,"A"
305.565429502167,523.191981483251,359.147981647402,"A"
432.075459044427,9.3581962864846,341.854343204759,"A"
30.7276186067611,178.828144911677,360.9112379211,"B"
391.522222198546,590.085021452978,257.367322854698,"B"
288.798158755526,322.766226250678,107.488751297351,"B"
348.331510554999,852.91390446946,293.288724350277,"B"
391.456317855045,886.472573503852,253.290212196298,"B"
274.061360280029,626.702066976577,225.128736109473,"B"
91.078327735886,431.145492941141,123.728270553984,"A"
492.704921169207,555.896916659549,342.183343081269,"B"
385.430531692691,142.618029844016,128.205214617774,"B"
83.4995885379612,71.8936689663678,292.075694981031,"B"
192.49863026198,20.3460189513862,58.1952122855,"A"
59.6482047112659,684.287624433637,329.875534111634,"A"
114.183073397726,423.310498706996,315.88236304,"B"
79.9937266856432,468.923685140908,204.017981966026,"B"
125.257169944234,202.726203016937,148.717324372847,"A"
82.3042701231316,748.119532363489,92.9775774641894,"B"
255.550544825383,863.493045093492,327.111794366501,"B"
115.426477161236,540.72238272056,63.524186257273,"A"
248.914120718837,205.659079831094,174.255701233633,"B"
228.895457345061,600.695936474949,262.617240364198,"B"
350.366047932766,99.5413344353437,107.419956589583,"B"
293.512268341146,56.4169154968113,334.434860968031,"A"
18.7307867454365,423.169857822359,206.554665432777,"A"
490.123010938987,911.092992872,135.866930559278,"B"
495.794977876358,878.554785624146,184.903507465497,"B"
363.673872197978,950.851827161387,324.696904513985,"A"
94.5392467547208,225.74983490631,93.8463359116577,"B"
437.163755996153,851.293611573055,64.3034159136005,"A"
46.5950291836634,804.9797329586,153.220654067118,"B"
406.599852722138,116.083869943395,130.707497734111,"B"
319.341976311989,156.233875080943,41.8626648350619,"A"
226.997215650044,967.779469210654,294.207695838995,"B"
155.949485488236,496.977734845132,318.499147305265,"A"
87.266200222075,890.090635279194,102.394975267816,"A"
71.0315849864855,275.161815574393,383.640098222531,"A"
11.4126753760502,830.215184949338,228.088895061519,"B"
483.600865118206,719.933940796182,205.600020068232,"A"
243.955380050465,589.650082169101,328.660666779615,"A"
279.810318024829,154.095824575052,249.112036377192,"B"
415.012978133745,25.4817605018616,16.0671705938876,"A"
393.545515835285,873.705815058202,37.8167868312448,"B"
23.5649050446227,724.74506450817,301.636188642588,"B"
152.123488020152,219.42485589534,291.260363489855,"B"
256.691784830764,604.182303650305,294.05533679761,"B"
167.20852360595,534.2067705933,155.706727316137,"A"
5.89380506426096,467.685067793354,70.2821505418979,"A"
365.178020554595,890.301861800253,307.895180403721,"A"
285.646853852086,913.239825284109,289.901700383052,"A"
475.315437652171,335.931066656485,26.1489082640037,"B"
364.918639301322,851.543188793585,42.4126830720343,"B"
437.684727832675,398.276288527995,207.666238276288,"A"
100.694816093892,950.643448391929,122.715019320603,"B"
51.8066074000672,525.033383397385,270.932698897086,"B"
341.696133604273,112.534948857501,241.720906221308,"A"
189.215399092063,243.989462265745,307.053152823355,"B"
222.698977682739,385.117505677044,177.894955058582,"B"
143.986616050825,357.748936163262,263.603836551774,"B"
441.403266042471,33.7399903219193,210.121008860879,"A"
353.139404673129,776.64449904114,233.197835986502,"B"
496.824926929548,948.545033112168,259.764539080206,"A"
106.046468950808,979.886554181576,224.799166347366,"B"
274.965901044197,11.2692483235151,277.256980515085,"B"
231.32510855794,300.295081688091,181.570681470912,"B"
266.937687294558,147.487360518426,119.374535738025,"A"
